#Time	Density	Energy
116	0.5141776937618148	0.0661625708884688
117	0.5103969754253308	0.08506616257088846
118	0.5122873345935728	0.07939508506616257
119	0.502835538752363	0.05860113421550094
120	0.504725897920605	0.08128544423440454
121	0.5141776937618148	0.09640831758034027
122	0.5141776937618148	0.0888468809073724
123	0.5198487712665406	0.0831758034026465
124	0.5160680529300568	0.08506616257088846
125	0.5236294896030246	0.07372400756143667
126	0.5085066162570888	0.0831758034026465
127	0.5160680529300568	0.08128544423440454
128	0.5255198487712666	0.06994328922495274
129	0.5198487712665406	0.05860113421550094
130	0.5066162570888468	0.06049149338374291
131	0.5217391304347826	0.07939508506616257
132	0.5160680529300568	0.08128544423440454
133	0.5293005671077504	0.06994328922495274
134	0.5330812854442344	0.07183364839319471
135	0.5255198487712666	0.08128544423440454
136	0.5141776937618148	0.062381852551984876
137	0.5198487712665406	0.06427221172022685
138	0.5141776937618148	0.05860113421550094
139	0.5217391304347826	0.05671077504725898
140	0.5160680529300568	0.07372400756143667
141	0.5122873345935728	0.07183364839319471
142	0.5330812854442344	0.08128544423440454
143	0.5198487712665406	0.05860113421550094
144	0.5179584120982986	0.0661625708884688
145	0.5217391304347826	0.0661625708884688
146	0.5198487712665406	0.07183364839319471
147	0.5236294896030246	0.054820415879017016
148	0.5217391304347826	0.04914933837429111
149	0.5311909262759924	0.06427221172022685
150	0.5141776937618148	0.05671077504725898
151	0.5160680529300568	0.07939508506616257
152	0.5198487712665406	0.05103969754253308
153	0.5179584120982986	0.05671077504725898
154	0.5198487712665406	0.043478260869565216
155	0.5160680529300568	0.05860113421550094
156	0.5141776937618148	0.05103969754253308
157	0.5255198487712666	0.07183364839319471
158	0.5198487712665406	0.04914933837429111
159	0.5255198487712666	0.043478260869565216
160	0.5122873345935728	0.05103969754253308
161	0.5103969754253308	0.043478260869565216
162	0.5198487712665406	0.05103969754253308
163	0.5293005671077504	0.05671077504725898
164	0.5255198487712666	0.06427221172022685
165	0.5255198487712666	0.05671077504725898
166	0.5179584120982986	0.04914933837429111
167	0.5122873345935728	0.02835538752362949
168	0.5198487712665406	0.043478260869565216
169	0.5217391304347826	0.03969754253308128
170	0.5198487712665406	0.026465028355387523
171	0.5160680529300568	0.026465028355387523
172	0.5141776937618148	0.022684310018903593
173	0.5141776937618148	0.03213610586011342
174	0.5236294896030246	0.052930056710775046
175	0.5236294896030246	0.04725897920604915
176	0.5198487712665406	0.03969754253308128
177	0.5122873345935728	0.034026465028355386
178	0.5198487712665406	0.03780718336483932
179	0.5085066162570888	0.035916824196597356
180	0.5141776937618148	0.043478260869565216
181	0.5085066162570888	0.035916824196597356
182	0.5066162570888468	0.04725897920604915
183	0.5066162570888468	0.06805293005671077
184	0.497164461247637	0.08506616257088846
185	0.5085066162570888	0.09073724007561437
186	0.5160680529300568	0.07561436672967864
187	0.5217391304347826	0.0831758034026465
188	0.5179584120982986	0.0661625708884688
189	0.5141776937618148	0.06427221172022685
190	0.5179584120982986	0.04914933837429111
191	0.5236294896030246	0.04725897920604915
192	0.5179584120982986	0.030245746691871456
193	0.5141776937618148	0.02835538752362949
194	0.5103969754253308	0.02835538752362949
195	0.5103969754253308	0.03780718336483932
196	0.5141776937618148	0.035916824196597356
197	0.5236294896030246	0.034026465028355386
198	0.5160680529300568	0.04158790170132325
199	0.5198487712665406	0.045368620037807186
200	0.5085066162570888	0.06049149338374291
201	0.5217391304347826	0.05860113421550094
202	0.5160680529300568	0.05103969754253308
203	0.5066162570888468	0.052930056710775046
204	0.5103969754253308	0.06049149338374291
205	0.5160680529300568	0.06049149338374291
206	0.5179584120982986	0.05671077504725898
207	0.5330812854442344	0.062381852551984876
208	0.5198487712665406	0.03969754253308128
209	0.5179584120982986	0.024574669187145556
210	0.5160680529300568	0.030245746691871456
211	0.5160680529300568	0.04158790170132325
212	0.5141776937618148	0.043478260869565216
213	0.5141776937618148	0.04158790170132325
214	0.5122873345935728	0.052930056710775046
215	0.5255198487712666	0.05103969754253308
216	0.5179584120982986	0.03213610586011342
217	0.5198487712665406	0.04158790170132325
218	0.5160680529300568	0.043478260869565216
219	0.5085066162570888	0.03969754253308128
220	0.5141776937618148	0.052930056710775046
221	0.5103969754253308	0.052930056710775046
222	0.5160680529300568	0.07750472589792061
223	0.5198487712665406	0.07183364839319471
224	0.5160680529300568	0.07561436672967864
225	0.5293005671077504	0.0831758034026465
226	0.5160680529300568	0.062381852551984876
227	0.5122873345935728	0.05671077504725898
228	0.5141776937618148	0.05671077504725898
229	0.5160680529300568	0.06049149338374291
230	0.5141776937618148	0.06427221172022685
231	0.5066162570888468	0.054820415879017016
232	0.5066162570888468	0.06427221172022685
233	0.5066162570888468	0.08506616257088846
234	0.5198487712665406	0.08128544423440454
235	0.5160680529300568	0.07372400756143667
236	0.5274102079395085	0.07561436672967864
237	0.5311909262759924	0.06805293005671077
238	0.5217391304347826	0.052930056710775046
239	0.5217391304347826	0.054820415879017016
240	0.5198487712665406	0.05103969754253308
241	0.5141776937618148	0.06994328922495274
242	0.5198487712665406	0.06994328922495274
243	0.5179584120982986	0.05860113421550094
244	0.5160680529300568	0.06049149338374291
245	0.5236294896030246	0.062381852551984876
246	0.5066162570888468	0.07750472589792061
247	0.5236294896030246	0.07183364839319471
248	0.5179584120982986	0.062381852551984876
249	0.5122873345935728	0.05671077504725898
250	0.5179584120982986	0.052930056710775046
251	0.502835538752363	0.06994328922495274
252	0.5198487712665406	0.08506616257088846
253	0.5274102079395085	0.0945179584120983
254	0.5236294896030246	0.08128544423440454
255	0.5217391304347826	0.07939508506616257
256	0.5217391304347826	0.07183364839319471
257	0.5274102079395085	0.06049149338374291
258	0.5198487712665406	0.04725897920604915
259	0.5236294896030246	0.05671077504725898
260	0.5198487712665406	0.035916824196597356
261	0.5217391304347826	0.05671077504725898
262	0.5217391304347826	0.07750472589792061
263	0.5217391304347826	0.07183364839319471
264	0.5274102079395085	0.0661625708884688
265	0.5293005671077504	0.07750472589792061
266	0.5179584120982986	0.06049149338374291
267	0.5217391304347826	0.06994328922495274
268	0.5255198487712666	0.054820415879017016
269	0.5274102079395085	0.054820415879017016
270	0.5179584120982986	0.054820415879017016
271	0.5198487712665406	0.06049149338374291
272	0.5236294896030246	0.0661625708884688
273	0.5160680529300568	0.0661625708884688
274	0.5274102079395085	0.07939508506616257
275	0.5330812854442344	0.07183364839319471
276	0.5217391304347826	0.06427221172022685
277	0.500945179584121	0.07750472589792061
278	0.5217391304347826	0.1001890359168242
279	0.5217391304347826	0.10964083175803403
280	0.5406427221172023	0.10964083175803403
281	0.5255198487712666	0.07372400756143667
282	0.5179584120982986	0.07561436672967864
283	0.5122873345935728	0.07372400756143667
284	0.5160680529300568	0.0831758034026465
285	0.5330812854442344	0.0945179584120983
286	0.5255198487712666	0.07183364839319471
287	0.5236294896030246	0.0661625708884688
288	0.5330812854442344	0.0661625708884688
289	0.5217391304347826	0.05671077504725898
290	0.5255198487712666	0.03780718336483932
291	0.5217391304347826	0.03780718336483932
292	0.5160680529300568	0.045368620037807186
293	0.5122873345935728	0.062381852551984876
294	0.5085066162570888	0.10207939508506617
295	0.5368620037807184	0.11531190926275993
296	0.5274102079395085	0.08128544423440454
297	0.5274102079395085	0.06427221172022685
298	0.5274102079395085	0.05860113421550094
299	0.5198487712665406	0.06049149338374291
300	0.5236294896030246	0.052930056710775046
301	0.5255198487712666	0.05103969754253308
302	0.5274102079395085	0.03969754253308128
303	0.5217391304347826	0.03969754253308128
304	0.5236294896030246	0.05671077504725898
305	0.5330812854442344	0.05103969754253308
306	0.5293005671077504	0.043478260869565216
307	0.5198487712665406	0.043478260869565216
308	0.5274102079395085	0.04158790170132325
309	0.5236294896030246	0.045368620037807186
310	0.5160680529300568	0.045368620037807186
311	0.5179584120982986	0.06049149338374291
312	0.5311909262759924	0.05860113421550094
313	0.5293005671077504	0.0661625708884688
314	0.5311909262759924	0.06427221172022685
315	0.5198487712665406	0.045368620037807186
316	0.5103969754253308	0.04914933837429111
317	0.5085066162570888	0.05671077504725898
318	0.5103969754253308	0.07183364839319471
319	0.5293005671077504	0.0831758034026465
320	0.502835538752363	0.08506616257088846
321	0.5349716446124764	0.10775047258979206
322	0.5236294896030246	0.09262759924385633
323	0.5293005671077504	0.06994328922495274
324	0.5122873345935728	0.062381852551984876
325	0.5103969754253308	0.07372400756143667
326	0.5198487712665406	0.07561436672967864
327	0.5293005671077504	0.043478260869565216
328	0.5274102079395085	0.04158790170132325
329	0.5311909262759924	0.04725897920604915
330	0.5274102079395085	0.043478260869565216
331	0.5122873345935728	0.04725897920604915
332	0.5141776937618148	0.05103969754253308
333	0.5103969754253308	0.054820415879017016
334	0.5103969754253308	0.06994328922495274
335	0.5179584120982986	0.07372400756143667
336	0.5330812854442344	0.08128544423440454
337	0.5198487712665406	0.05860113421550094
338	0.5141776937618148	0.045368620037807186
339	0.5160680529300568	0.06049149338374291
340	0.5179584120982986	0.04725897920604915
341	0.5217391304347826	0.06049149338374291
342	0.5255198487712666	0.07183364839319471
343	0.5236294896030246	0.062381852551984876
344	0.5179584120982986	0.052930056710775046
345	0.504725897920605	0.07372400756143667
346	0.5179584120982986	0.07939508506616257
347	0.5217391304347826	0.07561436672967864
348	0.5141776937618148	0.06994328922495274
349	0.5141776937618148	0.07183364839319471
350	0.5330812854442344	0.08506616257088846
351	0.5179584120982986	0.062381852551984876
352	0.5293005671077504	0.07183364839319471
353	0.5236294896030246	0.04725897920604915
354	0.5141776937618148	0.04914933837429111
355	0.5236294896030246	0.043478260869565216
356	0.5160680529300568	0.045368620037807186
357	0.5198487712665406	0.054820415879017016
358	0.5179584120982986	0.054820415879017016
359	0.5217391304347826	0.06427221172022685
360	0.5160680529300568	0.0661625708884688
361	0.5103969754253308	0.04725897920604915
362	0.5066162570888468	0.052930056710775046
363	0.5311909262759924	0.07372400756143667
364	0.5217391304347826	0.03969754253308128
365	0.5141776937618148	0.05103969754253308
366	0.5141776937618148	0.054820415879017016
367	0.5255198487712666	0.07561436672967864
368	0.5141776937618148	0.04725897920604915
369	0.5198487712665406	0.052930056710775046
370	0.5217391304347826	0.03780718336483932
371	0.5293005671077504	0.05103969754253308
372	0.5122873345935728	0.035916824196597356
373	0.5217391304347826	0.034026465028355386
374	0.5217391304347826	0.035916824196597356
375	0.5255198487712666	0.03969754253308128
376	0.5293005671077504	0.03780718336483932
377	0.5179584120982986	0.03780718336483932
378	0.5255198487712666	0.035916824196597356
379	0.5198487712665406	0.022684310018903593
380	0.5141776937618148	0.024574669187145556
381	0.5198487712665406	0.02835538752362949
382	0.5160680529300568	0.022684310018903593
383	0.5103969754253308	0.034026465028355386
384	0.5141776937618148	0.03213610586011342
385	0.5066162570888468	0.03780718336483932
386	0.5179584120982986	0.05103969754253308
387	0.5179584120982986	0.045368620037807186
388	0.5217391304347826	0.04914933837429111
389	0.5141776937618148	0.034026465028355386
390	0.5122873345935728	0.03969754253308128
391	0.5160680529300568	0.026465028355387523
392	0.5217391304347826	0.02835538752362949
393	0.5179584120982986	0.024574669187145556
394	0.5255198487712666	0.024574669187145556
395	0.5198487712665406	0.015122873345935728
396	0.5160680529300568	0.017013232514177693
397	0.5103969754253308	0.024574669187145556
398	0.5160680529300568	0.026465028355387523
399	0.5160680529300568	0.03780718336483932
400	0.5179584120982986	0.02835538752362949
401	0.5103969754253308	0.030245746691871456
402	0.5122873345935728	0.026465028355387523
403	0.5141776937618148	0.03213610586011342
404	0.5141776937618148	0.020793950850661626
405	0.5141776937618148	0.026465028355387523
406	0.5141776937618148	0.020793950850661626
407	0.5122873345935728	0.01890359168241966
408	0.5160680529300568	0.017013232514177693
409	0.5085066162570888	0.02835538752362949
410	0.5179584120982986	0.035916824196597356
411	0.5141776937618148	0.03213610586011342
412	0.5198487712665406	0.045368620037807186
413	0.5198487712665406	0.043478260869565216
414	0.5141776937618148	0.043478260869565216
415	0.5255198487712666	0.043478260869565216
416	0.5141776937618148	0.035916824196597356
417	0.5217391304347826	0.043478260869565216
418	0.5255198487712666	0.043478260869565216
419	0.5198487712665406	0.043478260869565216
420	0.5198487712665406	0.05860113421550094
421	0.5217391304347826	0.02835538752362949
422	0.5217391304347826	0.024574669187145556
423	0.5217391304347826	0.022684310018903593
424	0.5160680529300568	0.020793950850661626
425	0.5198487712665406	0.024574669187145556
426	0.5217391304347826	0.02835538752362949
427	0.5103969754253308	0.024574669187145556
428	0.5085066162570888	0.03780718336483932
429	0.5236294896030246	0.043478260869565216
430	0.5085066162570888	0.04158790170132325
431	0.5122873345935728	0.052930056710775046
432	0.5198487712665406	0.05860113421550094
433	0.5141776937618148	0.035916824196597356
434	0.5160680529300568	0.030245746691871456
435	0.5236294896030246	0.04158790170132325
436	0.5066162570888468	0.04914933837429111
437	0.5141776937618148	0.05103969754253308
438	0.502835538752363	0.04725897920604915
439	0.5122873345935728	0.054820415879017016
440	0.5179584120982986	0.04725897920604915
441	0.5311909262759924	0.05671077504725898
442	0.5160680529300568	0.03969754253308128
443	0.5198487712665406	0.03780718336483932
444	0.5160680529300568	0.035916824196597356
445	0.500945179584121	0.04725897920604915
446	0.5103969754253308	0.043478260869565216
447	0.5255198487712666	0.04914933837429111
448	0.5103969754253308	0.043478260869565216
449	0.5122873345935728	0.03969754253308128
450	0.5179584120982986	0.034026465028355386
451	0.5198487712665406	0.02835538752362949
452	0.5236294896030246	0.030245746691871456
453	0.5141776937618148	0.024574669187145556
454	0.5198487712665406	0.022684310018903593
455	0.5160680529300568	0.026465028355387523
456	0.5103969754253308	0.022684310018903593
457	0.5122873345935728	0.02835538752362949
458	0.5066162570888468	0.024574669187145556
459	0.499054820415879	0.03780718336483932
460	0.5085066162570888	0.03780718336483932
461	0.5085066162570888	0.03780718336483932
462	0.504725897920605	0.052930056710775046
463	0.5198487712665406	0.04158790170132325
464	0.504725897920605	0.026465028355387523
465	0.5085066162570888	0.026465028355387523
466	0.5217391304347826	0.024574669187145556
467	0.5198487712665406	0.01890359168241966
468	0.5160680529300568	0.022684310018903593
469	0.5179584120982986	0.01890359168241966
470	0.5198487712665406	0.020793950850661626
471	0.5141776937618148	0.017013232514177693
472	0.5160680529300568	0.015122873345935728
473	0.5217391304347826	0.020793950850661626
474	0.5217391304347826	0.00945179584120983
475	0.5160680529300568	0.011342155009451797
476	0.5160680529300568	0.011342155009451797
477	0.5103969754253308	0.017013232514177693
478	0.5179584120982986	0.020793950850661626
479	0.5160680529300568	0.013232514177693762
480	0.5122873345935728	0.022684310018903593
481	0.5160680529300568	0.026465028355387523
482	0.5179584120982986	0.01890359168241966
483	0.5141776937618148	0.013232514177693762
484	0.5141776937618148	0.013232514177693762
485	0.5066162570888468	0.026465028355387523
486	0.5141776937618148	0.030245746691871456
487	0.5122873345935728	0.026465028355387523
488	0.502835538752363	0.026465028355387523
489	0.5103969754253308	0.03213610586011342
490	0.5122873345935728	0.024574669187145556
491	0.5103969754253308	0.01890359168241966
492	0.5160680529300568	0.01890359168241966
493	0.5122873345935728	0.020793950850661626
494	0.5122873345935728	0.01890359168241966
495	0.5103969754253308	0.026465028355387523
496	0.5160680529300568	0.022684310018903593
497	0.5103969754253308	0.01890359168241966
498	0.5085066162570888	0.020793950850661626
499	0.5160680529300568	0.043478260869565216
500	0.5122873345935728	0.035916824196597356
501	0.5122873345935728	0.034026465028355386
502	0.5217391304347826	0.05103969754253308
503	0.5217391304347826	0.03213610586011342
504	0.5179584120982986	0.024574669187145556
505	0.5141776937618148	0.02835538752362949
506	0.5179584120982986	0.01890359168241966
507	0.5179584120982986	0.015122873345935728
508	0.5103969754253308	0.026465028355387523
509	0.5217391304347826	0.024574669187145556
510	0.5198487712665406	0.020793950850661626
511	0.5198487712665406	0.01890359168241966
512	0.5198487712665406	0.01890359168241966
513	0.5122873345935728	0.015122873345935728
514	0.5160680529300568	0.03213610586011342
515	0.5141776937618148	0.022684310018903593
516	0.5179584120982986	0.01890359168241966
517	0.5179584120982986	0.011342155009451797
518	0.5122873345935728	0.015122873345935728
519	0.5160680529300568	0.00945179584120983
520	0.5122873345935728	0.00945179584120983
521	0.5103969754253308	0.015122873345935728
522	0.5160680529300568	0.013232514177693762
523	0.5141776937618148	0.00945179584120983
524	0.5103969754253308	0.013232514177693762
525	0.5122873345935728	0.007561436672967864
526	0.5066162570888468	0.017013232514177693
527	0.5141776937618148	0.017013232514177693
528	0.5179584120982986	0.007561436672967864
529	0.5103969754253308	0.013232514177693762
530	0.5160680529300568	0.007561436672967864
531	0.5141776937618148	0.003780718336483932
532	0.5141776937618148	0.011342155009451797
533	0.5141776937618148	0.005671077504725898
534	0.5085066162570888	0.013232514177693762
535	0.5103969754253308	0.017013232514177693
536	0.5103969754253308	0.003780718336483932
537	0.5066162570888468	0.007561436672967864
538	0.5103969754253308	0.007561436672967864
539	0.5141776937618148	0.015122873345935728
540	0.5066162570888468	0.017013232514177693
541	0.5141776937618148	0.026465028355387523
542	0.5122873345935728	0.030245746691871456
543	0.5293005671077504	0.045368620037807186
544	0.5085066162570888	0.024574669187145556
545	0.5160680529300568	0.01890359168241966
546	0.5179584120982986	0.013232514177693762
547	0.5160680529300568	0.007561436672967864
548	0.5160680529300568	0.005671077504725898
549	0.5122873345935728	0.011342155009451797
550	0.5141776937618148	0.024574669187145556
551	0.5141776937618148	0.01890359168241966
552	0.5085066162570888	0.013232514177693762
553	0.504725897920605	0.015122873345935728
554	0.5066162570888468	0.01890359168241966
555	0.5179584120982986	0.034026465028355386
556	0.5160680529300568	0.022684310018903593
557	0.5122873345935728	0.020793950850661626
558	0.5103969754253308	0.02835538752362949
559	0.5160680529300568	0.03969754253308128
560	0.5179584120982986	0.035916824196597356
561	0.5198487712665406	0.03213610586011342
562	0.5179584120982986	0.026465028355387523
563	0.5179584120982986	0.030245746691871456
564	0.5103969754253308	0.034026465028355386
565	0.5179584120982986	0.035916824196597356
566	0.5217391304347826	0.030245746691871456
567	0.5122873345935728	0.030245746691871456
568	0.5141776937618148	0.022684310018903593
569	0.5160680529300568	0.015122873345935728
570	0.5179584120982986	0.01890359168241966
571	0.5236294896030246	0.022684310018903593
572	0.5122873345935728	0.026465028355387523
573	0.5122873345935728	0.030245746691871456
574	0.5122873345935728	0.022684310018903593
575	0.5160680529300568	0.03213610586011342
576	0.5103969754253308	0.034026465028355386
577	0.5141776937618148	0.03780718336483932
578	0.5141776937618148	0.024574669187145556
579	0.5160680529300568	0.017013232514177693
580	0.5217391304347826	0.030245746691871456
581	0.5103969754253308	0.024574669187145556
582	0.5103969754253308	0.024574669187145556
583	0.5122873345935728	0.020793950850661626
584	0.504725897920605	0.022684310018903593
585	0.5141776937618148	0.03969754253308128
586	0.5217391304347826	0.03780718336483932
587	0.5179584120982986	0.02835538752362949
588	0.5103969754253308	0.02835538752362949
589	0.5122873345935728	0.017013232514177693
590	0.5103969754253308	0.02835538752362949
591	0.5198487712665406	0.04725897920604915
592	0.5141776937618148	0.026465028355387523
593	0.5217391304347826	0.035916824196597356
594	0.5179584120982986	0.030245746691871456
595	0.5179584120982986	0.017013232514177693
596	0.5179584120982986	0.015122873345935728
597	0.5160680529300568	0.015122873345935728
598	0.5103969754253308	0.013232514177693762
599	0.5066162570888468	0.017013232514177693
600	0.5066162570888468	0.026465028355387523
601	0.5198487712665406	0.03969754253308128
602	0.5122873345935728	0.03213610586011342
603	0.5103969754253308	0.020793950850661626
604	0.5179584120982986	0.022684310018903593
605	0.5103969754253308	0.020793950850661626
606	0.5217391304347826	0.022684310018903593
607	0.5217391304347826	0.017013232514177693
608	0.5160680529300568	0.02835538752362949
609	0.5217391304347826	0.026465028355387523
610	0.5160680529300568	0.026465028355387523
611	0.5141776937618148	0.024574669187145556
612	0.5160680529300568	0.01890359168241966
613	0.5160680529300568	0.022684310018903593
614	0.5066162570888468	0.022684310018903593
615	0.5085066162570888	0.017013232514177693
616	0.5103969754253308	0.022684310018903593
617	0.5179584120982986	0.017013232514177693
618	0.5160680529300568	0.017013232514177693
619	0.5179584120982986	0.011342155009451797
620	0.5103969754253308	0.015122873345935728
621	0.5122873345935728	0.013232514177693762
622	0.5122873345935728	0.011342155009451797
623	0.5103969754253308	0.007561436672967864
624	0.5085066162570888	0.005671077504725898
625	0.5103969754253308	0.003780718336483932
626	0.5066162570888468	0.007561436672967864
627	0.5141776937618148	0.013232514177693762
628	0.5122873345935728	0.007561436672967864
629	0.5122873345935728	0.00945179584120983
630	0.5122873345935728	0.0
631	0.5122873345935728	0.0
632	0.5122873345935728	0.0
633	0.5122873345935728	0.0
634	0.5122873345935728	0.0
635	0.5122873345935728	0.0
636	0.5122873345935728	0.0
637	0.5122873345935728	0.0
638	0.5122873345935728	0.0
639	0.5122873345935728	0.0
640	0.5122873345935728	0.0
641	0.5122873345935728	0.0
642	0.5122873345935728	0.0
643	0.5122873345935728	0.0
644	0.5122873345935728	0.0
645	0.5122873345935728	0.0
646	0.5122873345935728	0.0
647	0.5122873345935728	0.0
648	0.5122873345935728	0.0
649	0.5122873345935728	0.0
650	0.5122873345935728	0.0
651	0.5122873345935728	0.0
652	0.5122873345935728	0.0
653	0.5122873345935728	0.0
654	0.5122873345935728	0.0
655	0.5122873345935728	0.0
656	0.5122873345935728	0.0
657	0.5122873345935728	0.0
658	0.5122873345935728	0.0
659	0.5122873345935728	0.0
660	0.5122873345935728	0.0
661	0.5122873345935728	0.0
662	0.5122873345935728	0.0
663	0.5122873345935728	0.0
664	0.5122873345935728	0.0
665	0.5122873345935728	0.0
666	0.5122873345935728	0.0
667	0.5122873345935728	0.0
668	0.5122873345935728	0.0
669	0.5122873345935728	0.0
670	0.5122873345935728	0.0
671	0.5122873345935728	0.0
672	0.5122873345935728	0.0
673	0.5122873345935728	0.0
674	0.5122873345935728	0.0
675	0.5122873345935728	0.0
676	0.5122873345935728	0.0
677	0.5122873345935728	0.0
678	0.5122873345935728	0.0
679	0.5122873345935728	0.0
680	0.5122873345935728	0.0
681	0.5122873345935728	0.0
682	0.5122873345935728	0.0
683	0.5122873345935728	0.0
684	0.5122873345935728	0.0
685	0.5122873345935728	0.0
686	0.5122873345935728	0.0
687	0.5122873345935728	0.0
688	0.5122873345935728	0.0
689	0.5122873345935728	0.0
690	0.5122873345935728	0.0
691	0.5122873345935728	0.0
692	0.5122873345935728	0.0
693	0.5122873345935728	0.0
694	0.5122873345935728	0.0
695	0.5122873345935728	0.0
696	0.5122873345935728	0.0
697	0.5122873345935728	0.0
698	0.5122873345935728	0.0
699	0.5122873345935728	0.0
700	0.5122873345935728	0.0
701	0.5122873345935728	0.0
702	0.5122873345935728	0.0
703	0.5122873345935728	0.0
704	0.5122873345935728	0.0
705	0.5122873345935728	0.0
706	0.5122873345935728	0.0
707	0.5122873345935728	0.0
708	0.5122873345935728	0.0
709	0.5122873345935728	0.0
710	0.5122873345935728	0.0
711	0.5122873345935728	0.0
712	0.5122873345935728	0.0
713	0.5122873345935728	0.0
714	0.5122873345935728	0.0
715	0.5122873345935728	0.0
716	0.5122873345935728	0.0
717	0.5122873345935728	0.0
718	0.5122873345935728	0.0
719	0.5122873345935728	0.0
720	0.5122873345935728	0.0
721	0.5122873345935728	0.0
722	0.5122873345935728	0.0
723	0.5122873345935728	0.0
724	0.5122873345935728	0.0
