Energy List of@149e0f5d
0	4999.820850760187
1	4999.644203959475
2	4999.467975755791
3	4999.291817164827
4	4999.1156700405
5	4999.115285096086
6	4998.936126867822
7	4998.935741923408
8	4998.7657492768185
9	4998.765364332405
10	4998.595771139007
11	4998.595386194594
12	4998.594113636341
13	4998.592467595551
14	4998.58930446406
15	4998.585433323791
16	4998.5801387648935
17	4998.573546414494
18	4998.5644119946455
19	4998.552596226308
20	4998.537141543172
21	4998.5177823960985
22	4998.493641015015
23	4998.464676119444
24	4998.429606865828
25	4998.386437122869
26	4998.333745390842
27	4998.269235861412
28	4998.268850916998
29	4998.261111471558
30	4998.235058787505
31	4998.178526169221
32	4998.122387054794
33	4998.12200211038
34	4998.121661752611
35	4998.121348641827
36	4998.1210772889335
37	4998.1208165188
38	4998.12058478309
39	4998.120372583509
40	4998.120178036449
41	4998.11999148879
42	4998.119841550328
43	4998.119723727661
44	4998.119642318081
45	4998.11957588136
46	4998.119510118764
47	4998.119446703082
48	4998.119376345315
49	4998.119281803711
50	4998.1191568087725
51	4998.11899641156
52	4998.1187880986145
53	4998.118513985463
54	4998.1181795927805
55	4998.117786902021
56	4998.117316047533
57	4998.116780346359
58	4998.116162624339
59	4998.115456456095
60	4998.11463141284
61	4998.1137223823
62	4998.112692688321
63	4998.111563150817
64	4998.110381018331
65	4998.1090657598725
66	4998.107575350047
67	4998.105828895215
68	4998.103777173605
69	4998.101346058711
70	4998.09849446983
71	4998.0951776492875
72	4998.091303639368
73	4998.086946805984
74	4998.0825436223695
75	4998.077973636349
76	4998.0730430368285
77	4998.067835151157
78	4998.062381151381
79	4998.056864420825
80	4998.050666838638
81	4998.0437190992
82	4998.035917277537
83	4998.027361315695
84	4998.017950955645
85	4998.017566011231
86	4998.017067121883
87	4998.016682177469
88	4998.016153499614
89	4998.015464383233
90	4998.0145330492505
91	4998.01330188931
92	4998.011704455378
93	4998.009639556469
94	4998.007061615197
95	4998.003839960738
96	4997.99977842855
97	4997.994806170827
98	4997.988887156768
99	4997.981914054487
100	4997.973751773463
101	4997.964234859864
102	4997.953449715414
103	4997.941167341107
104	4997.927343929757
105	4997.911773204576
106	4997.894552592227
107	4997.875565479754
108	4997.87518053534
109	4997.874640404371
110	4997.873820368957
111	4997.872611839704
112	4997.870913231578
113	4997.868755441449
114	4997.865947728539
115	4997.8624489541135
116	4997.858131147287
117	4997.852926021945
118	4997.8468937391735
119	4997.839953920695
120	4997.832027006223
121	4997.823151377165
122	4997.813153240932
123	4997.801952652611
124	4997.789534562037
125	4997.775898551591
126	4997.76120052599
127	4997.745194230299
128	4997.727988725019
129	4997.709425611226
130	4997.68959219747
131	4997.66826040712
132	4997.667875462706
133	4997.6672788454625
134	4997.666893901049
135	4997.666315326472
136	4997.665930382058
137	4997.665347276
138	4997.664962331586
139	4997.664401060011
140	4997.663628085205
141	4997.663243140792
142	4997.6626754409845
143	4997.662290496571
144	4997.491285048054
145	4997.2415827415525
146	4996.981481236318
147	4996.72762495426
148	4996.502543425242
149	4996.301477363936
150	4996.088176069361
151	4995.874699587103
152	4995.87431464269
153	4995.757428237188
154	4995.538069853874
155	4995.318529315705
156	4995.103558426904
157	4995.10317348249
158	4995.102596675551
159	4995.101807337472
160	4995.100878052496
161	4995.09978564123
162	4995.098424429194
163	4995.096784244209
164	4995.094822642021
165	4995.092498206278
166	4995.0896938273745
167	4995.086330714077
168	4995.08250871912
169	4995.077981593952
170	4995.072627395181
171	4995.066362316207
172	4995.059103994974
173	4995.0507463011845
174	4995.041181196331
175	4995.030299657132
176	4995.018248751922
177	4995.00494984813
178	4994.990155264817
179	4994.973808885662
180	4994.955665402238
181	4994.935438735167
182	4994.912971138875
183	4994.8886338415905
184	4994.862190767485
185	4994.833570332567
186	4994.80282969682
187	4994.769702793488
188	4994.734236527675
189	4994.696820253036
190	4994.656773670221
191	4994.614127603915
192	4994.569809576649
193	4994.52351094752
194	4994.475534374562
195	4994.475149430148
196	4994.474531751237
197	4994.474146806823
198	4994.473541028373
199	4994.473156083959
200	4994.472554560824
201	4994.472169616411
202	4994.471611024599
203	4994.471226080185
204	4994.470676108936
205	4994.470291164522
206	4994.469758642096
207	4994.469373697682
208	4994.468839337374
209	4994.468454392961
210	4994.467911378523
211	4994.4675264341095
212	4994.467001420514
213	4994.4666164761
214	4994.466086613378
215	4994.465701668964
216	4994.465178747901
217	4994.464793803487
218	4994.46426892195
219	4994.463883977536
220	4994.463400748488
221	4994.4630158040745
222	4994.462551877652
223	4994.462166933238
224	4994.461689986683
225	4994.4613050422695
226	4994.460817550699
227	4994.460432606285
228	4994.459953430467
229	4994.459568486053
230	4994.459107548846
231	4994.458722604432
232	4994.458234861655
233	4994.457849917241
234	4994.457354818649
235	4994.456969874235
236	4994.45650306238
237	4994.456118117966
238	4994.455668185835
239	4994.455283241421
240	4994.4548947996145
241	4994.4544614730385
242	4994.454076528625
243	4994.453675411185
244	4994.453290466771
245	4994.452870590115
246	4994.452485645701
247	4994.452105182486
248	4994.451726005083
249	4994.45131091045
250	4994.450851094375
251	4994.450339160551
252	4994.449754387824
253	4994.44936944341
254	4994.448940344333
255	4994.448555399919
256	4994.448125020777
257	4994.4477400763635
258	4994.44735513195
259	4994.446910257699
260	4994.446525313285
261	4994.446102962493
262	4994.445718018079
263	4994.4453252261455
264	4994.4449261463415
265	4994.444517583166
266	4994.444121945384
267	4994.44369376995
268	4994.443208731633
269	4994.442734831245
270	4994.442267219195
271	4994.441755033539
272	4994.441343893255
273	4994.44096848157
274	4994.440609147723
275	4994.440302180203
276	4994.440070333953
277	4994.439858884608
278	4994.439601770711
279	4994.439318991214
280	4994.439056071875
281	4994.438773920173
282	4994.438508808192
283	4994.438189291003
284	4994.43781152224
285	4994.43734211802
286	4994.436794042334
287	4994.436178447872
288	4994.435482000023
289	4994.434704622118
290	4994.433906081008
291	4994.433049656724
292	4994.432070808907
293	4994.430962812082
294	4994.429679383376
295	4994.42820815494
296	4994.426523269368
297	4994.424615073603
298	4994.422464058399
299	4994.420051919302
300	4994.417367607482
301	4994.414440796198
302	4994.411227216157
303	4994.407808719789
304	4994.404396501704
305	4994.400819903258
306	4994.397113807252
307	4994.39311093993
308	4994.3888444712065
309	4994.384202360162
310	4994.379210300475
311	4994.373870846743
312	4994.368151003006
313	4994.362015667789
314	4994.35546340457
315	4994.348534203746
316	4994.341170286884
317	4994.333342014124
318	4994.332957069711
319	4994.332610459289
320	4994.3322938347765
321	4994.331908890363
322	4994.331582327191
323	4994.331197382778
324	4994.330876835864
325	4994.33049189145
326	4994.275945487166
327	4994.055545718336
328	4993.798765399807
329	4993.543746397439
330	4993.305033901427
331	4993.075779477541
332	4992.848924037147
333	4992.621743685518
334	4992.621358741104
335	4992.621032542376
336	4992.6206475979625
337	4992.620262653549
338	4992.619856487626
339	4992.619471543212
340	4992.619100833384
341	4992.618715888971
342	4992.618355423507
343	4992.617970479093
344	4992.61761297513
345	4992.617228030716
346	4992.616817463304
347	4992.61643251889
348	4992.489042874667
349	4992.21873328283
350	4992.218348338416
351	4992.104417615505
352	4992.104032671091
353	4992.103686921642
354	4992.103390703128
355	4992.103106783978
356	4992.102863096237
357	4992.102643541976
358	4992.102455954304
359	4992.102302451233
360	4992.102165902334
361	4992.102037658736
362	4992.1019168224075
363	4992.10178914712
364	4992.1016311132325
365	4992.044206646871
366	4991.834796699437
367	4991.557720592244
368	4991.285719038643
369	4990.995113450869
370	4990.703902266769
371	4990.418617157436
372	4990.418232213022
373	4990.306332250048
374	4990.305947305635
375	4990.215094023285
376	4989.9741300712485
377	4989.739385522288
378	4989.511349919576
379	4989.286786977252
380	4989.286402032838
381	4989.2860529669715
382	4989.285739979239
383	4989.28548382731
384	4989.285285413767
385	4989.285121092119
386	4989.2849919175205
387	4989.2848768046915
388	4989.284792188456
389	4989.18273028361
390	4988.950875192803
391	4988.730258621087
392	4988.543004788233
393	4988.355674041595
394	4988.16836412363
395	4987.981564155124
396	4987.98117921071
397	4987.980822302373
398	4987.980437357959
399	4987.980014011996
400	4987.979629067582
401	4987.979235254715
402	4987.978850310301
403	4987.978443393618
404	4987.978058449205
405	4987.977670234856
406	4987.9772852904425
407	4987.976896232823
408	4987.976511288409
409	4987.976119505104
410	4987.9757545903585
411	4987.975369645945
412	4987.975014172851
413	4987.974629228437
414	4987.9742534393645
415	4987.973868494951
416	4987.97350933063
417	4987.973124386216
418	4987.972767652563
419	4987.972382708149
420	4987.97200942351
421	4987.971624479096
422	4987.971259138269
423	4987.970874193855
424	4987.9704761279645
425	4987.970036758218
426	4987.969627648789
427	4987.9692121392845
428	4987.968862469
429	4987.968425673118
430	4987.968008365371
431	4987.967514675873
432	4987.967113286549
433	4987.773132962995
434	4987.569205242416
435	4987.326244094485
436	4987.08393804409
437	4986.842428151596
438	4986.601729009415
439	4986.361838335531
440	4986.361453391117
441	4986.223085350642
442	4985.985155227605
443	4985.7488931065855
444	4985.748508162172
445	4985.748128730404
446	4985.747742300017
447	4985.747294533269
448	4985.746803938009
449	4985.746251038165
450	4985.745619088664
451	4985.744900655614
452	4985.744070733706
453	4985.74311181123
454	4985.742059918063
455	4985.740857931966
456	4985.73950693745
457	4985.738009034275
458	4985.736283569602
459	4985.734347386573
460	4985.732141588572
461	4985.729605818227
462	4985.7267055688335
463	4985.723448451695
464	4985.719870166873
465	4985.715937182426
466	4985.711590295521
467	4985.7068210039515
468	4985.701640513165
469	4985.696124325089
470	4985.527583881523
471	4985.359360996362
472	4985.191192339929
473	4985.0230613757685
474	4984.854246122697
475	4984.685487020334
476	4984.68510207592
477	4984.684652004707
478	4984.684267060293
479	4984.683822763671
480	4984.683437819257
481	4984.682981192074
482	4984.6825962476605
483	4984.682140633713
484	4984.681755689299
485	4984.486724189507
486	4984.486339245093
487	4984.485898074265
488	4984.485513129851
489	4984.485070469241
490	4984.484685524827
491	4984.391177078867
492	4984.149225674875
493	4983.892883354991
494	4983.642453098323
495	4983.393398273498
496	4983.144498471637
497	4982.895760106366
498	4982.895375161952
499	4982.89496658225
500	4982.894590389189
501	4982.894205444775
502	4982.893853829857
503	4982.893468885443
504	4982.893082929268
505	4982.892697984854
506	4982.892266834046
507	4982.891881889632
508	4982.8914598304345
509	4982.891074886021
510	4982.8906736649415
511	4982.890288720528
512	4982.889830257641
513	4982.889344577575
514	4982.888842955372
515	4982.888296545772
516	4982.887674719118
517	4982.886965699364
518	4982.886158269456
519	4982.885255837553
520	4982.884245347451
521	4982.883117432656
522	4982.881821919743
523	4982.880299171191
524	4982.878544754908
525	4982.876572743737
526	4982.825551741389
527	4982.627184714747
528	4982.408112070304
529	4982.166601486199
530	4981.9178420297685
531	4981.917457085355
532	4981.917024254765
533	4981.9166393103515
